,cigever,cigtry,cigyfu,cig30av,cigage,alcever,alctry,alcyfu,aldaypwk,mjever,mjage,mjyfu,mrdaypwk,snfamjev,lsd,psilcy,dmtamtfxy,salviadiv,lsdage,lsdyfu,abusealc,abusemrj,dstngd30,suicthnk,yodprev,yowrage,yowrdbtr,yowrsthk,year,irpinc3,catag6,health,irwrkstat,ireduhighst2,newrace2,irsex,snrlgimp
7380,2,991,9991,91,991,1,17,2018,99,1,14,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,2,7,1,1,2
7381,2,991,9991,91,991,1,16,9999,94,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,9,1,1,4
7382,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,2,2,99
7383,1,17,9999,4,18,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,3,3,1,8,1,2,2
7384,1,17,9999,3,999,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,1,4,7,3,2,2
7385,2,991,9991,91,991,1,8,9999,2,1,13,9999,93,1,2,2,2,2,991,9991,0,0,2,2,99,999,99,99,2019,2,3,3,1,10,7,2,4
7386,1,15,9999,93,15,1,15,9999,99,1,15,9999,93,2,1,2,2,2,20,9999,0,0,5,2,99,999,99,99,2019,5,3,1,1,8,1,1,4
7387,2,991,9991,91,991,1,20,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,6,4,4,7,2,1,1
7388,1,14,9999,93,16,1,12,9999,93,1,14,9999,93,1,1,1,2,1,15,9999,0,0,4,2,99,999,99,99,2019,4,4,2,1,8,1,1,1
7389,1,17,9999,93,999,1,18,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,6,3,1,1,11,1,2,4
7390,1,23,9999,93,999,1,17,9999,99,1,21,9999,93,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,6,3,1,1,10,7,1,2
7391,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,6,2,4,11,1,2,4
7392,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,2,2,1,9,7,1,3
7393,1,18,9999,1,999,1,19,9999,99,2,991,9991,91,97,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,2,6,2,2,4
7394,2,991,9991,91,991,1,16,9999,97,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,4,1,4,6,2,2,3
7395,2,991,9991,91,991,1,17,9999,1,1,19,2019,99,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,2,1,1,9,1,2,3
7396,1,14,9999,6,14,1,16,9999,93,1,13,9999,93,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,5,4,8,1,2,1
7397,1,15,9999,93,999,1,16,9999,5,1,16,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,4,2,1,10,1,2,3
7398,2,991,9991,91,991,1,27,9999,2,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,6,4,2,1,11,1,1,3
7399,1,16,9999,4,16,1,15,9999,3,1,16,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,7,3,4,1,8,1,1,2
7400,1,17,9999,93,999,1,17,9999,3,1,19,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,3,2,1,1,1,2,1
7401,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,1,1,99
7402,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,2,9,1,1,2
7403,1,13,9999,93,17,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,2,2,8,1,2,1
7404,1,16,9999,4,23,1,15,9999,4,1,15,9999,1,1,1,1,2,2,22,9999,1,0,2,1,99,999,99,99,2019,3,4,3,1,9,2,1,3
7405,1,16,9999,4,16,2,991,9991,91,1,16,9999,93,3,91,91,91,91,991,9991,0,0,1,2,99,999,99,99,2019,1,4,5,4,7,2,2,1
7406,2,991,9991,91,991,1,15,9999,3,1,21,9999,93,1,2,1,2,2,991,9991,0,0,3,2,99,999,99,99,2019,2,3,2,1,11,1,2,4
7407,1,17,9999,93,999,1,17,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,7,4,4,1,9,7,2,3
7408,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,13,2,2,2019,1,1,1,99,2,7,2,99
7409,2,991,9991,91,991,1,24,2019,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,1,11,5,1,1
7410,1,994,9994,93,999,1,16,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,1,99,999,99,99,2019,6,4,2,1,11,2,2,4
7411,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,3,4,6,7,1,99
7412,2,991,9991,91,991,1,18,9999,3,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,1,4,11,1,2,4
7413,1,18,9999,93,999,1,21,2019,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,4,8,1,1,3
7414,1,23,2018,93,999,1,20,9999,99,1,16,9999,7,1,1,1,2,2,22,9999,0,0,5,2,99,999,99,99,2019,3,2,2,1,9,2,1,4
7415,1,15,9999,93,999,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,1,1
7416,1,25,9999,93,27,1,23,9999,1,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,3,2,10,2,2,1
7417,1,14,9999,93,18,1,18,9999,99,1,18,9999,99,1,91,91,91,91,991,9991,0,0,5,1,99,999,99,99,2019,4,5,3,4,11,7,2,1
7418,1,14,9999,93,999,1,15,9999,93,1,15,9999,93,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,2,2,2,8,6,2,4
7419,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,2,2,2,1,9,2,2,94
7420,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,3,4,11,1,2,4
7421,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,3,99,3,1,1,99
7422,1,12,9999,93,999,1,17,9999,2,1,18,9999,93,1,2,2,2,2,991,9991,1,0,5,2,99,999,99,99,2019,5,5,1,1,11,2,2,4
7423,1,12,9999,4,16,1,20,9999,99,1,15,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,4,2,10,1,2,3
7424,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,1,2,1,3,11,2,2,3
7425,1,13,2018,93,999,1,994,9994,98,1,13,2018,1,99,91,91,91,91,991,9991,0,0,99,99,1,994,1,2,2019,1,1,3,99,4,1,2,99
7426,1,17,9999,93,18,1,18,9999,93,1,17,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,3,4,7,7,1,4
7427,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,6,1,4,8,1,2,3
7428,2,991,9991,91,991,1,21,2017,93,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,1,1,9,2,2,4
7429,2,991,9991,91,991,1,18,9999,1,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,2,1,1,9,1,1,4
7430,1,16,9999,3,999,1,14,9999,2,1,14,9999,93,2,1,1,2,2,16,9999,0,0,4,1,99,999,99,99,2019,4,5,2,1,8,1,1,2
7431,2,991,9991,91,991,1,994,9994,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,3,2,8,2,2,3
7432,2,991,9991,91,991,1,19,2018,99,1,19,2018,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,2,3,2,8,1,2,3
7433,1,16,9999,93,999,1,16,9999,99,1,21,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,2,1,11,1,2,3
7434,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,94,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,3,2,1,11,5,1,3
7435,2,991,9991,91,991,1,15,9999,99,1,15,9999,99,1,91,91,91,91,991,9991,0,0,2,1,99,999,99,99,2019,1,2,3,2,7,1,1,1
7436,1,12,9999,93,13,1,11,9999,99,1,12,9999,93,1,1,2,2,2,14,9999,0,0,5,2,99,999,99,99,2019,5,4,2,1,10,1,2,1
7437,2,991,9991,91,991,1,18,9999,2,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,1,1,9,2,2,3
7438,2,991,9991,91,991,1,25,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,6,3,2,9,1,1,1
7439,1,17,9999,93,999,1,15,9999,5,1,17,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,3,1,8,1,1,2
7440,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,4,99,3,7,1,99
7441,1,20,9999,93,20,1,14,9999,93,1,12,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,2,2,9,1,2,2
7442,1,17,9999,93,999,1,17,9999,2,1,18,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,2,4,2,1,11,1,1,1
7443,2,991,9991,91,991,1,997,9997,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,4,1,2,99
7444,1,13,9999,93,20,1,13,9999,93,1,15,9999,93,3,1,2,2,2,28,9999,0,0,5,2,99,999,99,99,2019,5,5,3,1,9,5,2,3
7445,1,14,9999,93,999,1,21,9999,2,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,1,1,7,7,2,2
7446,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,1,1,99
7447,1,19,9999,93,999,1,14,9999,93,1,12,9999,93,1,2,2,2,1,991,9991,0,0,5,2,99,999,99,99,2019,4,3,3,1,9,7,1,1
7448,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,2,3,2,10,1,2,4
7449,1,17,9999,2,17,1,14,9999,99,1,19,9999,7,1,91,91,91,91,991,9991,1,0,1,2,99,999,99,99,2019,2,2,2,1,9,5,1,1
7450,1,12,9999,5,15,1,15,9999,4,1,14,9999,99,1,91,91,91,91,991,9991,0,1,3,2,99,999,99,99,2019,3,2,2,1,8,6,1,3
7451,1,17,9999,93,999,1,17,9999,99,1,19,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,1,1,11,1,1,3
7452,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,4,9,1,1,3
7453,2,991,9991,91,991,1,16,9999,99,1,15,9999,93,97,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,2,1,4,9,1,2,2
7454,1,9,9999,4,13,1,11,9999,99,1,12,9999,7,1,1,1,2,2,19,2017,0,0,4,2,99,999,99,99,2019,6,2,2,4,9,1,1,1
7455,2,991,9991,91,991,1,18,9999,99,1,20,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,2,1,10,7,2,3
7456,1,18,9999,93,999,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,4,3,1,8,1,1,1
7457,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,5,6,1,99
7458,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,1,1,99,999,99,99,2019,1,2,4,2,6,1,2,3
7459,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,4,8,2,1,94
7460,1,20,9999,93,999,1,18,9999,99,1,19,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,6,1,2,11,1,2,3
7461,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,2,94,2,2,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,5,2,99
7462,1,11,9999,93,999,2,991,9991,91,1,14,2019,99,99,91,91,91,91,991,9991,0,0,99,99,1,13,1,1,2019,1,1,2,99,4,7,2,99
7463,1,9,9999,93,999,1,17,9999,3,1,18,9999,99,1,1,1,2,94,19,9999,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,1,1
7464,1,14,9999,93,18,1,16,9999,99,1,14,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,3,2,1,11,7,1,3
7465,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,2,2,2,2,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,4,7,7,1,99
7466,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,99,1,7,1,99
7467,2,991,9991,91,991,1,16,9999,4,1,19,9999,1,1,2,2,2,2,991,9991,0,0,4,2,99,999,99,99,2019,7,3,3,1,11,6,1,2
7468,1,13,9999,93,14,1,12,9999,99,1,13,9999,2,1,91,91,91,91,991,9991,0,0,3,1,99,999,99,99,2019,4,2,3,1,8,1,1,2
7469,1,48,9999,3,49,1,16,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,4,5,2,1,11,1,2,3
7470,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,4,5,1,2,99
7471,2,991,9991,91,991,1,28,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,3,1,5,7,2,3
7472,2,991,9991,91,991,1,21,9999,99,1,21,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,4,8,7,2,2
7473,1,18,9999,93,999,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,3,3,4,11,1,2,4
7474,1,15,9999,93,999,1,15,9999,1,1,15,9999,7,1,1,1,2,2,23,2017,0,0,4,2,99,999,99,99,2019,3,2,1,1,11,1,1,3
7475,2,991,9991,91,991,1,994,9994,93,1,20,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,6,4,4,8,1,2,3
7476,1,14,9999,3,19,1,15,9999,93,1,15,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,3,5,3,1,10,1,1,3
7477,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,99,2,7,2,99
7478,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,94,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,4,4,3,1,8,7,1,3
7479,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,1,2,1,99
7480,1,19,9999,93,999,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,1,9,1,1,4
7481,2,991,9991,91,991,1,18,9999,7,1,18,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,6,2,4,10,1,1,4
7482,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,2,3
7483,1,15,9999,93,17,1,15,9999,99,1,15,9999,5,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,3,3,4,1,9,1,2,97
7484,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,3,3,1,11,2,2,4
7485,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,4,4,8,7,2,4
7486,2,991,9991,91,991,1,16,9999,99,1,17,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,1,10,7,2,3
7487,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,1,9,2,1,1
7488,2,991,9991,91,991,1,13,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,3,4,3,8,7,2,3
7489,1,21,9999,1,999,1,21,9999,2,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,2,3,1,8,7,1,1
7490,1,20,9999,93,999,1,19,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,3,2,4,1,11,1,1,3
7491,1,1,9999,93,18,1,16,9999,7,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,6,3,4,9,1,1,1
7492,2,991,9991,91,991,1,19,9985,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,2,9,1,2,4
7493,2,991,9991,91,991,1,19,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,2,4,8,2,1,4
7494,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,4,1,1,99
7495,2,991,9991,91,991,1,16,9999,4,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,1,1,8,1,1,4
7496,1,17,9999,93,999,1,13,9999,99,1,20,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,2,1,8,1,1,2
7497,2,991,9991,91,991,1,15,9999,2,1,28,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,5,3,4,5,1,1,3
7498,1,17,9999,93,999,1,16,9999,99,1,16,9999,4,3,1,1,2,2,21,9999,0,0,3,1,99,999,99,99,2019,4,3,2,1,9,1,1,3
7499,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,2,1,1,99,4,1,2,99
7500,1,11,9999,93,999,2,991,9991,91,1,16,2018,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,4,7,1,99
7501,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,13,2,1,2019,1,1,2,4,5,3,2,99
7502,1,17,9999,3,21,1,15,9999,3,1,18,9999,99,1,2,2,2,2,991,9991,0,0,4,2,99,999,99,99,2019,1,2,1,2,11,1,2,1
7503,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,1,1,9,2,1,1
7504,1,16,2019,93,999,1,13,9999,5,1,13,9999,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,6,6,2,99
7505,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,2,9,2,1,3
7506,2,991,9991,91,991,2,991,9991,91,1,17,2018,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,7,7,2,99
7507,1,17,9999,93,999,1,16,9999,3,1,18,9999,93,1,91,91,91,91,991,9991,1,0,3,2,99,999,99,99,2019,3,3,1,2,9,7,1,3
7508,1,15,9999,3,17,1,14,9999,7,1,16,9999,7,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,2,3,1,8,1,1,1
7509,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,4,7,2,99
7510,1,18,9999,93,999,1,16,9999,99,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,3,1,9,1,1,2
7511,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,6,4,4,11,1,2,4
7512,1,13,9999,93,999,1,12,9999,99,1,22,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,3,9,1,2,4
7513,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,3,1,1,11,1,2,1
7514,1,16,9999,93,999,1,16,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,6,2,4,9,1,1,3
7515,1,14,9999,93,17,1,14,9999,5,1,14,9999,3,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,6,5,4,7,2,2,4
7516,1,15,9999,93,999,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,1,99,999,99,99,2019,5,4,2,1,11,1,2,3
7517,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,11,1,1,2019,1,1,2,99,3,1,2,99
7518,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,1,2,9,5,1,4
7519,1,25,9999,93,999,1,20,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,7,2,4
7520,1,13,9999,2,999,1,10,9999,4,1,14,9999,7,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,2,3,3,9,1,1,1
7521,2,991,9991,91,991,1,17,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,6,3,1,10,1,2,4
7522,1,18,9999,93,999,1,16,9999,99,1,20,9999,99,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,4,4,2,9,1,2,2
7523,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,2,6,1,1,99
7524,2,991,9991,91,991,1,21,2018,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,2,2,2,9,1,2,1
7525,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,7,1,99
7526,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,6,4,4,2,1,2,4
7527,1,8,9999,93,999,1,18,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,5,5,4,1,9,1,2,4
7528,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,1,7,1,1,99
7529,1,14,9999,93,999,1,13,9999,4,1,14,9999,99,1,91,91,91,91,991,9991,1,0,5,2,99,999,99,99,2019,1,2,2,4,10,1,1,2
7530,1,19,9999,93,999,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,2,2,2,2,11,1,1,3
7531,2,991,9991,91,991,1,7,9999,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,1,1,99
7532,2,991,9991,91,991,1,15,9999,1,2,991,9991,91,1,91,91,91,91,991,9991,1,0,3,2,99,999,99,99,2019,3,2,3,1,10,1,2,4
7533,2,991,9991,91,991,1,16,9999,97,1,997,9997,93,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,4,3,2,1,8,1,1,2
7534,1,15,9999,93,15,1,15,9999,1,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,6,1,4,9,1,2,4
7535,2,991,9991,91,991,1,25,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,5,4,1,7,7,2,4
7536,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,1,1,1,99
7537,1,17,9999,4,25,1,17,9999,99,1,19,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,2,1,11,1,1,3
7538,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,11,2,1,2019,1,1,2,4,6,7,2,99
7539,1,10,9999,3,16,1,11,9999,3,1,15,9999,5,1,1,1,2,2,17,9999,0,0,5,2,99,999,99,99,2019,7,4,2,1,1,1,1,2
7540,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,3,6,2,2,99
7541,1,19,9999,93,999,1,17,9999,93,1,21,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,4,4,11,7,2,3
7542,1,18,9999,4,18,1,18,9999,4,1,18,9999,93,1,1,2,2,2,19,9999,0,0,5,2,99,999,99,99,2019,6,6,2,4,11,1,1,4
7543,2,991,9991,91,991,1,21,9999,99,1,21,9999,93,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,2,3,2,9,5,2,3
7544,2,991,9991,91,991,1,21,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,3,1,11,1,1,2
7545,2,991,9991,91,991,1,18,9999,99,1,49,2019,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,2,1,8,1,2,3
7546,1,13,9999,93,13,1,13,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,4,2,9,1,2,2
7547,1,12,9999,93,999,1,13,2018,2,1,12,9999,4,99,1,2,2,2,13,9985,0,0,99,99,1,999,99,99,2019,1,1,1,99,3,7,2,99
